handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_5e1d16ef-3920-18de-5833-eca28f90050d,Product,Tannic Acid Gum Paint 15 Ml,"Achieve optimal gum health with Tannic Acid Gum Paint 15 Ml, available exclusively at Dentaltourismclinicsindia. This specialized dental solution is designed to alleviate inflammation and promote healing, providing an essential addition to your dental care routine. Ideal for patients undergoing treatment at our clinic, it effectively supports gum regeneration by targeting problematic areas. Trust our expertise and commitment to delivering high-quality dental products to enhance your oral health journey. Explore our comprehensive dental services and experience the best in dental care at Dentaltourismclinicsindia.",b6120a_1e07154ed4c34d8b925091633c078133~mv2.webp,Astringent gels/ lotions,,,81.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_5f67cb10-ac87-1c34-9eb0-134199810ad8,Product,Candid Mouth Paint,"Candid Mouth Paint, available at Dentaltourismclinicsindia, is your trusted solution for treating fungal infections in the oral cavity. Designed with patients' comfort and health in mind, its antifungal properties ensure effective relief and faster recovery. Our professional dental team is dedicated to providing top-tier dental care, making your treatment experience smooth and comfortable. Trust the experts at Dentaltourismclinicsindia to deliver the best in dental health solutions, whether you're a local resident or a dental tourist. Experience quality care that aligns with our commitment to excellence and patient well-being.",b6120a_a1d30a42905642f08e00b1f446af0f55~mv2.avif,Antifungal/ Medicated gum paints,,,180.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_901ff7f0-6e88-32da-4bb3-11cc300d19c2,Product,Medfe herbal gum paints,"Discover the natural healing power of Medfe herbal gum paints at Dentaltourismclinicsindia. Specially formulated with potent herbal extracts, this product offers a holistic approach to dental care, soothing and strengthening your gums with every use. Our dental center, dedicated to excellence and patient-centric care, trusts Medfe to enhance your oral health journey. Experience the difference of traditional herbal wisdom combined with advanced dental expertise. Perfect for sensitive gums and those seeking an organic solution for gum rejuvenation.",b6120a_8e2ac0ce386d47b9b5189b67b5f75346~mv2.webp,Herbal/ ayurvedic gum paints,,,65.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_8f0548da-ca17-9afd-acf5-97b7163fa112,Product,TASNODENT GUM PAINT(HERBAL GUM PAINT) PCD Franchise - Psychocare Health,"Discover the benefits of TASNODENT GUM PAINT (HERBAL GUM PAINT) from Psychocare Health, now available at Dentaltourismclinicsindia. This herbal gum paint is specially formulated to provide soothing relief and promote healthy gums, making it a valuable addition to our comprehensive dental care offerings. Ideal for patients seeking natural oral healthcare solutions, TASNODENT supports overall gum health with its unique herbal formulation. Trust our dental center to deliver high-quality, holistic treatments that align with your health and wellness aspirations. Visit us today to experience the excellence of TASNODENT GUM PAINT and enhance your oral care routine.",b6120a_9065316dbcaa4f5c821990ca2ac94b15~mv2.jpeg,Herbal/ ayurvedic gum paints,,,82.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_92a60a96-b145-e508-5c90-f6c67c23efcd,Product,"HiOra-GA Gel, Himalaya","Discover the power of HiOra-GA Gel by Himalaya at Dentaltourismclinicsindia, where we prioritize your oral health with cutting-edge treatments and top-tier products. This advanced gel enhances dental care with its unique formulation designed to promote gum health, provide relief from discomfort, and support overall oral hygiene. At Dentaltourismclinicsindia, we integrate the finest solutions to ensure our patients receive unparalleled care and long-lasting results. Improve your dental experience with HiOra-GA Gel, trusted by our dental professionals to maintain your smile's brilliance. For more details, visit us and experience the excellence of comprehensive dental solutions tailored for you.",b6120a_0e74e5e2a72444c1ae445d1edea82856~mv2.webp,Herbal/ ayurvedic gum paints,,,90.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_540c049e-8726-8c31-96d4-0efaa6439566,Product,Gum Paint 15ml,"Discover optimal gum health with Gum Paint 15ml, now available at Dentaltourismclinicsindia. This professional-grade treatment revitalizes your gums, providing essential relief and promoting overall oral health. Trusted by our expert dental practitioners, Gum Paint 15ml is a vital component in ensuring the longevity of your dental wellness. Visit us to experience personalized care that aligns with our commitment to top-quality dental services. Enhance your smile with the advanced care offerings at Dentaltourismclinicsindia.",b6120a_1099809fd92c41f3a947efe664af9a9e~mv2.webp,Allopathic/ Pharmaceutical Gum paints,,,98.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_b2791acc-c7af-b3f9-b58e-ef028465fd70,Product,"Truworth Trufresh Dental Gum Paint - Liquid Form, 98% Purity | Store In Cool Con","Experience advanced oral care with Truworth Trufresh Dental Gum Paint - Liquid Form. Boasting 98% purity, this product ensures effective and safe treatment for your gums, as trusted by professionals at Dentaltourismclinicsindia. Our dental center values providing top-tier products for optimal dental health. Remember to store in a cool, consistent environment to maintain its efficacy. Enhance your dental regimen with Trufresh Dental Gum Paint for healthier gums today.",b6120a_3c9cd1cce95b49f38a93f81596eaa4f3~mv2.jpg,Allopathic/ Pharmaceutical Gum paints,,,100.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_31b17d37-bf18-7670-82b0-66462ea0341d,Product,Ortis Tooth-S Gum Paint Topical astringent solution with antiseptic agents,"At Dentaltourismclinicsindia, we are committed to providing top-notch dental care solutions. Ortis Tooth-S Gum Paint is a highly effective topical astringent solution with antiseptic agents, ideally suited for maintaining oral health. This product helps in reducing gum inflammation, promoting healing, and ensuring impeccable oral hygiene. Perfect for post-dental procedures, it aligns with our clinic’s dedication to using advanced treatments and products. Trust us to bring you the best in dental care through expertly chosen, quality products.",b6120a_56ee1123d4c0466585429a037e117292~mv2.webp;b6120a_c29bd0d92cab49c9ac71a7caf2aa0cd5~mv2.webp;b6120a_73bb5ffd0c50411ab7571d9482810828~mv2.webp;b6120a_2dee1cf085224f448be3aa5e8abc26dc~mv2.webp,Allopathic/ Pharmaceutical Gum paints,,,89.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_e59841ab-2452-817b-ca5f-e8103c8dd510,Product,Dentalar Dental Gum Paint,"Discover the transformative power of Dentalar Dental Gum Paint at Dentaltourismclinicsindia. Our professional-grade gum paint is designed to enhance oral health by effectively targeting and alleviating gum inflammation and discomfort. Trusted by dental experts, Dentalar ensures your gums receive the premium care they deserve. Experience the intersection of advanced dental solutions and our unwavering dedication to your oral wellness. Visit us today to explore our comprehensive range of dental services and innovative products, tailored to meet your needs.",b6120a_193bd23312d94eaf98ea37b3da1c2184~mv2.avif,Allopathic/ Pharmaceutical Gum paints,,,30.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_fc1203f5-e83e-6e84-ca3c-2883adad6ad2,Product,DENT GLOW GUM PAINT,"Discover the transformative effects of DENT GLOW GUM PAINT, exclusive to Dentaltourismclinicsindia. Our state-of-the-art formula revitalizes your gums, restoring natural color and health with every application. Specially designed by our expert dental professionals, this innovative product promotes oral hygiene while enhancing the aesthetics of your smile.  At Dentaltourismclinicsindia, we prioritize your dental wellness with a commitment to excellence and personalized care. Embrace the confidence of a radiant smile today with DENT GLOW GUM PAINT.",b6120a_5dc6047fe0204e46a6757d0cce88b5b2~mv2.jpeg,Allopathic/ Pharmaceutical Gum paints;Astringent gels/ lotions,,,60.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_3dbcc069-3fbe-a99b-3c6e-806afc358a00,Product,Tooth Guard Gum Paint MRP 109/- per Piece,"Tooth Guard Gum Paint, available at an affordable MRP of 109/- per piece, is your ideal solution for optimal gum health, exclusively offered by Dentaltourismclinicsindia. Our professional-grade gum paint is designed to provide fast relief and effective protection against gum ailments. Experience top-tier dental care and enhance your gum health as part of our commitment to exceptional service and holistic dental solutions. Formulated to meet the needs of our discerning clientele, Tooth Guard Gum Paint underscores our dedication to advanced dental care and patient well-being. Choose Dentaltourismclinicsindia for unparalleled dental expertise and innovative products.",b6120a_82d3e2ee922944dfaa729077c7784d58~mv2.webp;b6120a_04ccede1fca94b9680c4be394adb2eff~mv2.webp;b6120a_0628709dbdae4a689b7dda1b097c5b41~mv2.jpg,Allopathic/ Pharmaceutical Gum paints,,,109.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_be4d0356-cfcb-5ba3-906d-1d7ddb6d752a,Product,Dentosens Gum Paint Pain Relieving Gel 15 Ml,"Introducing Dentosens Gum Paint Pain Relieving Gel 15 Ml, crafted precisely for immediate relief from gum pain and discomfort. Ideal for our valued patients at Dentaltourismclinicsindia, this gel provides fast-acting relief, ensuring that your dental journey is comfortable and stress-free. The professional-grade formula works efficiently to soothe irritated gums, enhancing your overall oral health experience. Trust in Dentaltourismclinicsindia’s commitment to quality care, whether you're a local patient or visiting for dental tourism. Choose Dentosens for a pain-free smile and exceptional efficiency in dental care.",b6120a_7b7cc6b0c031423f9b0651d120b87cec~mv2.jpg,Allopathic/ Pharmaceutical Gum paints,,,70.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_6714bd54-74b9-ccc7-247c-2fbbb5f35d92,Product,Sensoform Paint Liquid 20ml,"Sensoform Paint Liquid 20ml is an advanced dental product offered by Dentaltourismclinicsindia, designed for immediate relief of dental sensitivity. This professionally formulated solution provides a soothing effect on exposed dentin, ensuring a comfortable experience for patients. Ideal for both preventive care and post-treatment application, it aligns with our commitment to innovative, patient-focused services. Incorporating this product into your dental routine can enhance patient satisfaction and improve overall oral health. Trust Dentaltourismclinicsindia for leading-edge dental care solutions.",b6120a_c859552b548d4c5b864e4b222aae5b29~mv2.png;b6120a_4191884578f546b195c24f70273a030d~mv2.png;b6120a_a290ba2495e04caf9d2165748be82543~mv2.png,Allopathic/ Pharmaceutical Gum paints;Astringent gels/ lotions,,,118.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
product_6242fdbe-f60b-193c-76e0-b16fe7de13dd,Product,"Pigeon Strawberry Toothpaste (Oral Care,45g, Pack of 2)","Discover the delightful Pigeon Strawberry Toothpaste, specially formulated for children and now available at Dentaltourismclinicsindia. Packed in a convenient pack of 2 (45g each), this toothpaste ensures effective oral care while making brushing fun with its irresistible strawberry flavor. Suitable for young ones, it’s gentle on gums and teeth, encouraging healthy dental habits from an early age. Trust Dentaltourismclinicsindia to provide high-quality, child-friendly dental products that align with our commitment to excellent oral care services for the entire family. Make the smart choice for your child's dental health with Pigeon Strawberry Toothpaste.",b6120a_260ba92f517a4bb398e5ca5fda4681b4~mv2.jpg;b6120a_298bb2908592462c847e4e6da3842bbb~mv2.jpg;b6120a_aa3fd84b074845d9803f904c977f71b7~mv2.jpg;b6120a_66f1552c561e417389c01f91345b10a2~mv2.jpg;b6120a_e20723912af74577b5831abb6bc5b11a~mv2.jpg;b6120a_fe2f0a4bbe3d46168fc70e38f114230e~mv2.jpg,Kids Toothpaste,,,350.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,No Returns or Exchange,"<p>Please note that all sales are final. We do not accept returns or offer refunds or exchanges once a purchase is made. Kindly ensure that you review all product details and specifications before completing your order. If you have any questions prior to purchasing, feel free to contact us.</p>
",,,,,,,,,,,,,,,,,
